"short.ref"	"key.or.doi"	"long.ref"
\"Rodr\\'\\iguez\"), family = \"AntÃ³n\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Laura\", \"Obea\"), family = \"GÃ³mez\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Manuel\", \"Quesada\"), family = \"Carrasco\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Sara\", \"D\\'\\iaz\"), family = \"Bonilla\", role = NULL, email = NULL, comment = NULL)), title = \"The Beginning of High Mountain Occupations in the Pyrenees. Human Settlements and Mobility from 18,000~cal {BC} to 2000~cal {BC}\", 
    booktitle = \"High Mountain Conservation in a Changing World\")"
"Martin 2015"	"10.1007/s00334-014-0490-y"	"list(doi = \"10.1007/s00334-014-0490-y\", url = \"https://doi.org/10.1007/s00334-014-0490-y\", year = \"2014\", month = \"oct\", publisher = \"Springer Science and Business Media {LLC}\", volume = \"24\", number = \"1\", pages = \"63--73\", author = list(list(given = \"Lucie\", family = \"Martin\", role = NULL, email = NULL, comment = NULL)), title = \"Plant economy and territory exploitation in the Alps during the Neolithic (5000{\\textendash}4200~cal bc): first results of archaeobotanical studies in the Valais (Switzerland)\", 
    journal = \"Vegetation History and Archaeobotany\")"
"Scorrano et al. 2018"	"10.1007/s12520-018-0615-9"	"list(doi = \"10.1007/s12520-018-0615-9\", url = \"https://doi.org/10.1007/s12520-018-0615-9\", year = \"2018\", month = \"mar\", publisher = \"Springer Science and Business Media {LLC}\", volume = \"11\", number = \"4\", pages = \"1443--1459\", author = list(list(given = \"Gabriele\", family = \"Scorrano\", role = NULL, email = NULL, comment = NULL), list(given = \"Marica\", family = \"Baldoni\", role = NULL, email = NULL, comment = NULL), list(given = \"Mauro\", family = \"Brilli\", role = NULL, email = NULL, comment = NULL), 
    list(given = c(\"Mario\", \"Federico\"), family = \"Rolfo\", role = NULL, email = NULL, comment = NULL), list(given = \"Gino\", family = \"Fornaciari\", role = NULL, email = NULL, comment = NULL), list(given = \"Olga\", family = \"Rickards\", role = NULL, email = NULL, comment = NULL), list(given = \"Cristina\", family = \"Mart\\'\\inez-Labarga\", role = NULL, email = NULL, comment = NULL)), title = \"Effect of Neolithic transition on an Italian community: Mora Cavorso (Jenne, Rome)\", journal = \"Archaeological and Anthropological Sciences\")"
"Sarasketa-Gartzia et al. 2018"	"10.1007/s12520-018-0678-7"	"list(doi = \"10.1007/s12520-018-0678-7\", url = \"https://doi.org/10.1007/s12520-018-0678-7\", year = \"2018\", month = \"aug\", publisher = \"Springer Science and Business Media {LLC}\", volume = \"11\", number = \"8\", pages = \"3665--3680\", author = list(list(given = \"Izaskun\", family = \"Sarasketa-Gartzia\", role = NULL, email = NULL, comment = NULL), list(given = \"Vanessa\", family = \"Villalba-Mouco\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Petrus\", \"Le\"), family = \"Roux\", role = NULL, email = NULL, 
    comment = NULL), list(given = \"Ã\201lvaro\", family = \"Arrizabalaga\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Domingo\", \"C.\"), family = \"Salazar-Garc\\'\\ia\", role = NULL, email = NULL, comment = NULL)), title = \"Anthropic resource exploitation and use of the territory at the onset of social complexity in the Neolithic-Chalcolithic Western Pyrenees: a multi-isotope approach\", journal = \"Archaeological and Anthropological Sciences\")"
"Fernandez et al. 2020"	"10.1007/s12520-020-01207-x"	"list(doi = \"10.1007/s12520-020-01207-x\", url = \"https://doi.org/10.1007/s12520-020-01207-x\", year = \"2020\", month = \"oct\", publisher = \"Springer Science and Business Media {LLC}\", volume = \"12\", number = \"10\", author = list(list(given = \"Luis-Efren\", family = \"FernÃ¡ndez\", role = NULL, email = NULL, comment = NULL), list(given = c(\"JosÃ©\", \"Luis\"), family = \"SanchidriÃ¡n\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Sylvia\", \"A.\"), family = \"JimÃ©nez-Brobeil\", role = NULL, email = NULL, 
    comment = NULL), list(given = \"Gerard\", family = \"Remolins\", role = NULL, email = NULL, comment = NULL), list(given = \"Marta\", family = \"D\\'\\iaz-Zorita\", role = NULL, email = NULL, comment = NULL), list(given = \"Berta\", family = \"Morell\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Maria\", \"EulÃ lia\", \"Subi\"), family = \"à\", role = NULL, email = NULL, comment = NULL), list(given = \"Diego\", family = \"LÃ³pez-Onaind\\'\\ia\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Rosa\", 
\"M.\"), family = \"Maroto\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Mar\\'\\ia\", \"G.\"), family = \"Roca\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Carmen\", \"M.\"), family = \"RomÃ¡n\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Francisco\", \"Javier\"), family = \"Santos\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Juan\", \"F.\"), family = \"Gibaja\", role = NULL, email = NULL, comment = NULL)), title = \"Mesolithic human remains at Cueva de Nerja (M{\\'{a}}laga, Spain): anthropological, isotopic and radiocarbon data\", 
    journal = \"Archaeological and Anthropological Sciences\")"
"Morales Hidalgo et al. 2010"	"10.1016/j.anthro.2010.07.004"	"list(doi = \"10.1016/j.anthro.2010.07.004\", url = \"https://doi.org/10.1016/j.anthro.2010.07.004\", year = \"2010\", month = \"sep\", publisher = \"Elsevier {BV}\", volume = \"114\", number = \"4\", pages = \"427--444\", author = list(list(given = c(\"Juan\", \"Ignacio\", \"Morales\"), family = \"Hidalgo\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Marta\", \"Fontanals\"), family = \"Torroja\", role = NULL, email = NULL, comment = NULL), list(given = c(\"F.\", \"Xavier\", \"Oms\"), family = \"Arias\", role = NULL, 
    email = NULL, comment = NULL), list(given = c(\"Josep\", \"Ma\", \"VergÃ¨s\"), family = \"Bosch\", role = NULL, email = NULL, comment = NULL)), title = \"La chronologie du N{\\'{e}}olithique ancien cardial du nord-est de la p{\\'{e}}ninsule Ib{\\'{e}}rique. Datations, probl{\\'{e}}matique et m{\\'{e}}thodologie\", journal = \"L{\\textquotesingle}Anthropologie\")"
"Allue et al. 2012"	"10.1016/j.crpv.2012.04.004"	"list(doi = \"10.1016/j.crpv.2012.04.004\", url = \"https://doi.org/10.1016/j.crpv.2012.04.004\", year = \"2012\", month = \"oct\", publisher = \"Elsevier {BV}\", volume = \"11\", number = \"7\", pages = \"507--518\", author = list(list(given = c(\"Ethel\", \"All\"), family = \"é\", role = NULL, email = NULL, comment = NULL), list(given = \"Jorge\", family = \"Mart\\'\\inez-Moreno\", role = NULL, email = NULL, comment = NULL), list(given = \"Natalia\", family = \"Alonso\", role = NULL, email = NULL, comment = NULL), list(given = \"Rafael\", 
    family = \"Mora\", role = NULL, email = NULL, comment = NULL)), title = \"Changes in the vegetation and human management of forest resources in mountain ecosystems at the beginning of {MIS} 1 (14.7{\\textendash}8 ka cal {BP}) in Balma Guilany{\\`{a}} (Southeastern Pre-Pyrenees, Spain)\", journal = \"Comptes Rendus Palevol\")"
"Remolins et al. 2016"	"10.1016/j.crpv.2015.11.005"	"list(doi = \"10.1016/j.crpv.2015.11.005\", url = \"https://doi.org/10.1016/j.crpv.2015.11.005\", year = \"2016\", month = \"apr\", publisher = \"Elsevier {BV}\", volume = \"15\", number = \"5\", pages = \"537--554\", author = list(list(given = \"Gerard\", family = \"Remolins\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Juan\", \"F.\"), family = \"Gibaja\", role = NULL, email = NULL, comment = NULL), list(given = \"Florence\", family = \"AlliÃ¨se\", role = NULL, email = NULL, comment = NULL), list(given = \"Mar\\'\\ia\", 
    family = \"Fontanals\", role = NULL, email = NULL, comment = NULL), list(given = \"Patricia\", family = \"Martin\", role = NULL, email = NULL, comment = NULL), list(given = \"Alba\", family = \"Masclans\", role = NULL, email = NULL, comment = NULL), list(given = \"Niccolo\", family = \"Mazzucco\", role = NULL, email = NULL, comment = NULL), list(given = \"MillÃ¡n\", family = \"Mozota\", role = NULL, email = NULL, comment = NULL), list(given = \"Monica\", family = \"Oliva\", role = NULL, email = NULL, comment = NULL), 
    list(given = \"Xavier\", family = \"Oms\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Francisco\", \"Javier\"), family = \"Santos\", role = NULL, email = NULL, comment = NULL), list(given = \"Xavier\", family = \"Terradas\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Mar\\'\\ia\", \"EulÃ lia\"), family = \"Subira\", role = NULL, email = NULL, comment = NULL), list(given = \"Xavier\", family = \"Llovera\", role = NULL, email = NULL, comment = NULL)), title = \"The Neolithic Necropolis of La Feixa del Moro (Juberri, Andorra): New data on the first farming communities in the Pyrenees\", 
    journal = \"Comptes Rendus Palevol\")"
"Terna et al. 2016"	"10.1016/j.epsl.2016.05.003"	"list(doi = \"10.1016/j.epsl.2016.05.003\", url = \"https://doi.org/10.1016/j.epsl.2016.05.003\", year = \"2016\", month = \"aug\", publisher = \"Elsevier {BV}\", volume = \"448\", pages = \"49--61\", author = list(list(given = \"Evdokia\", family = \"Tema\", role = NULL, email = NULL, comment = NULL), list(given = \"Enzo\", family = \"Ferrara\", role = NULL, email = NULL, comment = NULL), list(given = \"Pierre\", family = \"Camps\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Cecilia\", \"Conati\"), family = \"Barbaro\", 
    role = NULL, email = NULL, comment = NULL), list(given = \"Simone\", family = \"Spatafora\", role = NULL, email = NULL, comment = NULL), list(given = \"Claire\", family = \"Carvallo\", role = NULL, email = NULL, comment = NULL), list(given = \"Thierry\", family = \"Poidras\", role = NULL, email = NULL, comment = NULL)), title = \"The Earth{\\textquotesingle}s magnetic field in Italy during the Neolithic period: New data from the Early Neolithic site of Portonovo (Marche, Italy)\", journal = \"Earth and Planetary Science Letters\")"
"Colonese et al. 2010"	"10.1016/j.gloplacha.2009.05.006"	"list(doi = \"10.1016/j.gloplacha.2009.05.006\", url = \"https://doi.org/10.1016/j.gloplacha.2009.05.006\", year = \"2010\", month = \"apr\", publisher = \"Elsevier {BV}\", volume = \"71\", number = \"3-4\", pages = \"249--257\", author = list(list(given = c(\"AndrÃ©\", \"Carlo\"), family = \"Colonese\", role = NULL, email = NULL, comment = NULL), list(given = \"Giovanni\", family = \"Zanchetta\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Anthony\", \"E.\"), family = \"Fallick\", role = NULL, email = NULL, comment = NULL), 
    list(given = \"Fabio\", family = \"Martini\", role = NULL, email = NULL, comment = NULL), list(given = \"Giuseppe\", family = \"Manganelli\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Russell\", \"N.\"), family = \"Drysdale\", role = NULL, email = NULL, comment = NULL)), title = \"Stable isotope composition of Helix ligata (Müller, 1774) from Late Pleistocene{\\textendash}Holocene archaeological record from Grotta della Serratura (Southern Italy): Palaeoclimatic implications\", journal = \"Global and Planetary Change\")"
"Daura et al. 2019"	"10.1016/j.jasrep.2018.10.036"	"list(doi = \"10.1016/j.jasrep.2018.10.036\", url = \"https://doi.org/10.1016/j.jasrep.2018.10.036\", year = \"2019\", month = \"feb\", publisher = \"Elsevier {BV}\", volume = \"23\", pages = \"324--347\", author = list(list(given = \"Joan\", family = \"Daura\", role = NULL, email = NULL, comment = NULL), list(given = \"Montserrat\", family = \"Sanz\", role = NULL, email = NULL, comment = NULL), list(given = c(\"F.\", \"Xavier\"), family = \"Oms\", role = NULL, email = NULL, comment = NULL), list(given = \"Mireia\", family = \"Pedro\", 
    role = NULL, email = NULL, comment = NULL), list(given = \"Pablo\", family = \"Mart\\'\\inez\", role = NULL, email = NULL, comment = NULL), list(given = \"Susana\", family = \"Mendiela\", role = NULL, email = NULL, comment = NULL), list(given = c(\"MÃ²nica\", \"Oliva\"), family = \"Poveda\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Juan\", \"F.\"), family = \"Gibaja\", role = NULL, email = NULL, comment = NULL), list(given = \"MillÃ¡n\", family = \"Mozota\", role = NULL, email = NULL, comment = NULL), 
    list(given = \"MÃ³nica\", family = \"Alonso-Egu\\'\\iluz\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Rosa\", \"M.\"), family = \"Albert\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Ethel\", \"All\"), family = \"é\", role = NULL, email = NULL, comment = NULL), list(given = \"Sandra\", family = \"BaÃ±uls-Cardona\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Juan\", \"Manuel\"), family = \"LÃ³pez-Garc\\'\\ia\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Francisco\", 
    \"Javier\", \"Santos\"), family = \"ArÃ©valo\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Josep\", \"Maria\"), family = \"Fullola\", role = NULL, email = NULL, comment = NULL)), title = \"Deciphering Neolithic activities from a Cardial burial site (Cova Bonica) on the western Mediterranean coast\", journal = \"Journal of Archaeological Science: Reports\")"
"Masclans et al. 2019"	"10.1016/j.jasrep.2019.05.023"	"list(doi = \"10.1016/j.jasrep.2019.05.023\", url = \"https://doi.org/10.1016/j.jasrep.2019.05.023\", year = \"2019\", month = \"aug\", publisher = \"Elsevier {BV}\", volume = \"26\", pages = \"101858\", author = list(list(given = \"A.\", family = \"Masclans\", role = NULL, email = NULL, comment = NULL), list(given = \"S.\", family = \"Duboscq\", role = NULL, email = NULL, comment = NULL), list(given = \"K.F.\", family = \"Achino\", role = NULL, email = NULL, comment = NULL), list(given = \"B.\", family = \"Morell\", role = NULL, 
    email = NULL, comment = NULL), list(given = \"J.F.\", family = \"Gibaja\", role = NULL, email = NULL, comment = NULL)), title = \"Looking for sexual differences during the middle Neolithic in the northeast of the Iberian Peninsula\", journal = \"Journal of Archaeological Science: Reports\")"
"Polo & Fernandez 2010"	"10.1016/j.quaint.2009.10.022"	"list(doi = \"10.1016/j.quaint.2009.10.022\", url = \"https://doi.org/10.1016/j.quaint.2009.10.022\", year = \"2010\", month = \"mar\", publisher = \"Elsevier {BV}\", volume = \"214\", number = \"1-2\", pages = \"82--97\", author = list(list(given = c(\"Ana\", \"Polo\"), family = \"D\\'\\iaz\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Javier\", \"FernÃ¡ndez\"), family = \"Eraso\", role = NULL, email = NULL, comment = NULL)), title = \"Same anthropogenic activity, different taphonomic processes: A comparison of deposits from Los Husos I {\\&} {II} (Upper Ebro Basin, Spain)\", 
    journal = \"Quaternary International\")"
"Utrilla et al. 2015"	"10.1016/j.quaint.2014.06.022"	"list(doi = \"10.1016/j.quaint.2014.06.022\", url = \"https://doi.org/10.1016/j.quaint.2014.06.022\", year = \"2015\", month = \"apr\", publisher = \"Elsevier {BV}\", volume = \"364\", pages = \"294--305\", author = list(list(given = \"Pilar\", family = \"Utrilla\", role = NULL, email = NULL, comment = NULL), list(given = \"Carlos\", family = \"Mazo\", role = NULL, email = NULL, comment = NULL), list(given = \"Rafael\", family = \"Domingo\", role = NULL, email = NULL, comment = NULL)), title = \"Fifty thousand years of prehistory at the cave of Abauntz (Arraitz, Navarre): A nexus point between the Ebro Valley, Aquitaine and the Cantabrian Corridor\", 
    journal = \"Quaternary International\")"
"Garcia-Martinez de Lagran et al. 2016"	"10.1016/j.quaint.2015.06.050"	"list(doi = \"10.1016/j.quaint.2015.06.050\", url = \"https://doi.org/10.1016/j.quaint.2015.06.050\", year = \"2016\", month = \"jun\", publisher = \"Elsevier {BV}\", volume = \"403\", pages = \"151--173\", author = list(list(given = c(\"IÃ±igo\", \"Garc\\'\\ia-Mart\\'\\inez\"), family = c(\"de\", \"Lagrán\"), role = NULL, email = NULL, comment = NULL), list(given = \"Eneko\", family = \"Iriarte\", role = NULL, email = NULL, comment = NULL), list(given = \"JesÃºs\", family = \"Garc\\'\\ia-GazÃ³laz\", role = NULL, email = NULL, 
    comment = NULL), list(given = \"Cristina\", family = \"Tejedor-Rodr\\'\\iguez\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Juan\", \"Francisco\"), family = \"Gibaja-Bao\", role = NULL, email = NULL, comment = NULL), list(given = \"Marta\", family = \"Moreno-Garc\\'\\ia\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Guillem\", \"PÃ©rez-Jor\"), family = \"à\", role = NULL, email = NULL, comment = NULL), list(given = \"MÃ³nica\", family = \"Ruiz-Alonso\", role = NULL, email = NULL, comment = NULL), 
    list(given = \"JesÃºs\", family = \"Sesma-Sesma\", role = NULL, email = NULL, comment = NULL), list(given = \"Rafael\", family = \"Garrido-Pena\", role = NULL, email = NULL, comment = NULL), list(given = \"Ã\201ngel\", family = \"Carrancho-Alonso\", role = NULL, email = NULL, comment = NULL), list(given = \"Leonor\", family = \"PeÃ±a-Chocarro\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Manuel\", \"A.\"), family = \"Rojo-Guerra\", role = NULL, email = NULL, comment = NULL)), title = \"8.2~ka {BP} paleoclimatic event and the Ebro Valley Mesolithic groups: Preliminary data from Artusia rock shelter (Unzu{\\'{e}}, Navarra, Spain)\", 
    journal = \"Quaternary International\")"
"Marchand & Perrin 2017"	"10.1016/j.quaint.2015.07.059"	"list(doi = \"10.1016/j.quaint.2015.07.059\", url = \"https://doi.org/10.1016/j.quaint.2015.07.059\", year = \"2017\", month = \"jan\", publisher = \"Elsevier {BV}\", volume = \"428\", pages = \"73--85\", author = list(list(given = \"GrÃ©gor\", family = \"Marchand\", role = NULL, email = NULL, comment = NULL), list(given = \"Thomas\", family = \"Perrin\", role = NULL, email = NULL, comment = NULL)), title = \"Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. {BC}\", 
    journal = \"Quaternary International\")"
"Perrin & Defranould 2016"	"10.1016/j.quaint.2015.09.046"	"list(doi = \"10.1016/j.quaint.2015.09.046\", url = \"https://doi.org/10.1016/j.quaint.2015.09.046\", year = \"2016\", month = \"nov\", publisher = \"Elsevier {BV}\", volume = \"423\", pages = \"230--241\", author = list(list(given = \"Thomas\", family = \"Perrin\", role = NULL, email = NULL, comment = NULL), list(given = \"Elsa\", family = \"Defranould\", role = NULL, email = NULL, comment = NULL)), title = \"The Montclus rock shelter (Gard) and the continuity hypothesis between 1st and 2nd Mesolithic in Southern France\", 
    journal = \"Quaternary International\")"
"Alcolea 2017"	"10.1016/j.quaint.2015.11.029"	"list(doi = \"10.1016/j.quaint.2015.11.029\", url = \"https://doi.org/10.1016/j.quaint.2015.11.029\", year = \"2017\", month = \"feb\", publisher = \"Elsevier {BV}\", volume = \"431\", pages = \"39--51\", author = list(list(given = c(\"Marta\", \"Alcolea\"), family = \"Gracia\", role = NULL, email = NULL, comment = NULL)), title = \"Mesolithic fuel use and woodland in the Middle Ebro Valley ({NE}~Spain) through wood charcoal analysis\", journal = \"Quaternary International\")"
"Lo Vetro & Martini 2016"	"10.1016/j.quaint.2015.12.043"	"list(doi = \"10.1016/j.quaint.2015.12.043\", url = \"https://doi.org/10.1016/j.quaint.2015.12.043\", year = \"2016\", month = \"nov\", publisher = \"Elsevier {BV}\", volume = \"423\", pages = \"279--302\", author = list(list(given = c(\"Domenico\", \"Lo\"), family = \"Vetro\", role = NULL, email = NULL, comment = NULL), list(given = \"Fabio\", family = \"Martini\", role = NULL, email = NULL, comment = NULL)), title = \"Mesolithic in Central{\\textendash}Southern Italy: Overview of lithic productions\", journal = \"Quaternary International\")"
"Kompatscher et al. 2016"	"10.1016/j.quaint.2015.12.090"	"list(doi = \"10.1016/j.quaint.2015.12.090\", url = \"https://doi.org/10.1016/j.quaint.2015.12.090\", year = \"2016\", month = \"nov\", publisher = \"Elsevier {BV}\", volume = \"423\", pages = \"23--48\", author = list(list(given = \"Klaus\", family = \"Kompatscher\", role = NULL, email = NULL, comment = NULL), list(given = c(\"Nandi\", \"Hrozny\"), family = \"Kompatscher\", role = NULL, email = NULL, comment = NULL), list(given = \"Michele\", family = \"Bassetti\", role = NULL, email = NULL, comment = NULL), list(given = \"Elisabetta\", 
    family = \"Castiglioni\", role = NULL, email = NULL, comment = NULL), list(given = \"Mauro\", family = \"Rottoli\", role = NULL, email = NULL, comment = NULL), list(given = \"Ursula\", family = \"Wierer\", role = NULL, email = NULL, comment = NULL)), title = \"Mesolithic settlement and mobility patterns at high altitudes. The site of Staller Sattel {STS} 4A (South Tyrol, Italy)\", journal = \"Quaternary International\")"
